name,rating,description
Schinopsis Quebracho-Colorado Wood Extract,Not Rated,"Functions: Antioxidant, Astringent, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinus Molle Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schinus Molle Fruit Extract,Not Rated,"Functions: Humectant, Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinus Molle Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schinus Molle Oil,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinus Molle Seed Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schinus Terebinthifolia Fruit Extract,Not Rated,"Functions: Flavor, Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinus Terebinthifolia Fruit Oil,Not Rated,"Functions: Antimicrobial, Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinus Terebinthifolia Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schinus Terebinthifolia Seed Extract,Not Rated,"Functions: Astringent, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinus Terebinthifolia Seed Oil,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinziophyton Rautanenii Kernel Oil PEG-8 Esters,Not Rated,"Functions: Skin Conditioning, Emollient, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinziophyton Rautanenii Kernel Oil Polyglyceryl-6 Esters,Not Rated,"Functions: Emollient, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schinziophyton Rautanenii Kernel Powder,Not Rated,Functions: Abrasive. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schisandra Chinensis Callus Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schisandra Chinensis Fruit,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schisandra Chinensis Fruit Oil,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schisandra Chinensis Fruit Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schisandra Chinensis Fruit Water,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schisandra Chinensis Leaf Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schisandra Chinensis Phytoplacenta Extract,Not Rated,"Functions: Anti-Sebum, Antimicrobial, Antioxidant, Hair Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schisandra Chinensis Seed Extract,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schisandrin,Not Rated,Functions: Bleaching. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schist,Not Rated,Functions: Abrasive. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schist Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schizandra Nigra Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schizandra Sphenanthera Fruit Extract,Not Rated,"Functions: Anti-Sebum, Antioxidant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizochytrium Aggregatum Oil,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schizochytrium Limacinum Oil,Not Rated,"Functions: Antimicrobial, Antioxidant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizonepeta Tenuifolia Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schizophyllum Commune/Citrus Unshiu Peel Extract Ferment Filtrate,Not Rated,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizophyllum Commune/Panax Ginseng Ferment Filtrate,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schizophyllum Commune/Panax Ginseng Root Ferment Filtrate,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schizophyllum Commune Ferment Filtrate,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizophyllum Commune Mycelium,Not Rated,"Functions: Emollient, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizophyllum Commune Mycelium/Rice Ferment Extract Filtrate,Not Rated,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizophyllum Commune Mycelium Ferment Filtrate Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizophylum Commune Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schizosaccharomyces/Fig Fruit Ferment Filtrate,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizosaccharomyces Ferment Extract Filtrate,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizosaccharomyces Ferment Filtrate,Not Rated,"Functions: Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schizothrix Calciciola Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schizothrix Calcicola Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Schkuhria Pinnata Extract,Not Rated,"Functions: Antioxidant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Schleichera Trijuga Seed Oil,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sciadopitys Verticillata Branch/Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sciadopitys Verticillata Branch/Leaf Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sciadopitys Verticillata Leaf Oil,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sciadopitys Verticillata Root Extract,Not Rated,"Functions: Anti-Seborrheic, Antimicrobial, Antistatic, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sciadopitys Verticillata Wood Oil,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Scirpus Fluviatilis Rhizome Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scirpus Tabernaemontani Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sclareol,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scleranthus Annuus Flower Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sclerocarya Birrea Callus Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sclerocarya Birrea Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sclerocarya Birrea Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sclerocarya Birrea Seedcake,Not Rated,"Functions: Abrasive, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sclerocarya Birrea Seed Oil PEG-8 Esters,Not Rated,"Functions: Skin Conditioning, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sclerocarya Birrea Seed Oil Polyglyceryl-10 Esters,Not Rated,"Functions: Skin Conditioning, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sclerocarya Birrea Seed Oil Polyglyceryl-6 Esters,Not Rated,"Functions: Skin Conditioning, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sclerocarya Birrea Seed Powder,Not Rated,Functions: Abrasive. We have not yet rated this ingredient because we have not had a chance to review the research on it.
S-Clostridium Botulinum Decapeptide-1,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
S-Clostridium Botulinum Decapeptide-2,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
S-Clostridium Botulinum Polypeptide-1,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
S-Coconut Antimicrobial Peptide 1,Not Rated,Functions: Antimicrobial. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scoparia Dulcis Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scoparone,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scordinine,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scrophularia Buergeriana Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scrophularia Buergeriana Root Extract,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scrophularia Koraiensis Root Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Scrophularia Nodosa Extract,Not Rated,"Functions: Skin Conditioning, Soothing. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Scutellaria Baicalensis Callus Culture,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scutellaria Baicalensis Root Oil,Not Rated,Functions: Oral Care. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scutellaria Baicalensis Root Powder,Not Rated,"Functions: Abrasive, Fragrance, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Scutellaria Baicalensis Sprout Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scutellaria Galericulata Leaf,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scutellaria Galericulata Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scutellaria Lateriflora Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scutellaria Lateriflora Flower Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Scyllii Pellis Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sd Alcohol 1,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 23-A,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 23-F,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 23-H,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 27-B,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 30,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 31-A,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 36,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 37,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 38-B,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 38-C,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 38-D,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 38-F,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 39,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 39-A,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 39-B,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 39-C,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 39-D,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 3-A,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 3-B,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 3-C,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 40-A,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 40-B,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 40-C,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sd Alcohol 46,Not Rated,"Functions: Astringent, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
S-DNA Aptamer-1,Not Rated,"Functions: Antioxidant, Buffering, UV Filter. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Anemone Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Anemone Nematocyst,Not Rated,Functions: Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sea Clay Extract,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Cucumber Extract,Not Rated,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Cucumber Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sea Cucumber Saponins,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Seahorse Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Seal Oil,Not Rated,"Functions: Skin Conditioning, Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Salt Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sea Silt,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sea Silt Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sea Snake Lipids,Not Rated,"Functions: Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Squirt Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sea Squirt Lipids,Not Rated,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Urchin Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sea Water/Artemisia Argyi Leaf Ferment Extract,Not Rated,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Water/Cassia Tora Seed Ferment Extract Filtrate,Not Rated,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Water/Nelumbo Nucifera Leaf Ferment Extract Filtrate,Not Rated,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Water/Opuntia Ficus-Indica Fruit Ferment Extract,Not Rated,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Water/Phellinus Linteus Ferment Extract Filtrate,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Water/Schisandra Chinensis Fruit Ferment Extract Filtrate,Not Rated,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Water/Torreya Nucifera Leaf Ferment Extract,Not Rated,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sea Water Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Secale Cereale Adventitious Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Secale Cereale Callus Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Secale Cereale Phytoplacenta Culture Extract Filtrate,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Secale Cereale Phytoplacenta Extract,Not Rated,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Secale Cereale Seed Extract,Not Rated,"Functions: Abrasive, Bulking, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Secale Cereale Seed Flour,Not Rated,"Functions: Abrasive, Bulking. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sec-Butyl Acetate,Not Rated,"Functions: Skin Conditioning, Solvent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sec-Butyl Alcohol,Not Rated,Functions: Solvent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sec-Butyl Methacrylate,Not Rated,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sec-Butylphenyl Ethyl Glyceryl Diether,Not Rated,"Functions: Antioxidant, Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sec-Butylphenyl Glyceryl Ether,Not Rated,"Functions: Antioxidant, Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sechium Edule Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sechium Edule Fruit Juice,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sedimentary Rock Powder,Not Rated,"Functions: Abrasive, Absorbent, Binding. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sedum Acre Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sedum Bulbiferum Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sedum Dendroideum Leaf/Stem Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sedum Kamtschaticum Callus Culture Extract,Not Rated,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sedum Kamtschaticum Leaf Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sedum Purpureum Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sedum Rosea Root Extract,Not Rated,"Functions: Antioxidant, Astringent, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sedum Sarmentosum Extract,Not Rated,Functions: Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sedum Takesimense Leaf/Stem Extract,Not Rated,"Functions: Antimicrobial, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sekken Soji,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Selaginella Involvens Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Selaginella Lepidophylla Extract,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Selaginella Pulvinata Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Selaginella Tamariscina Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Selenicereus Megalanthus Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Selenicereus Monacanthus Bud Extract,Not Rated,"Functions: Antioxidant, Bleaching, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Selenium/Glycine Soja Sprout Extract,Not Rated,"Functions: Anti-Sebum, Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Selenium Aspartate,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Selenium Sulfide,Not Rated,"Functions: Anti-Seborrheic, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Semiaquilegia Adoxoides Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sempervivum Tectorum Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sempervivum Tectorum Leaf Juice,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Senecio Cannabifolius Extract,Not Rated,Functions: Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Senecio Vulgaris Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Senna Garrettiana Leaf Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
S-Enterobacteria Phage T4 Decapeptide-1 Sp Trifluoroacetate,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sepia Extract,Not Rated,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sepiolite,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sepiolite Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sequoiadendron Giganteum Bud Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sequoiadendron Giganteum Callus Culture Extract,Not Rated,"Functions: Antioxidant, Hair Conditioning, Humectant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sequoiadendron Giganteum Stem Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Sequoia Sempervirens Leaf Cell Extract,Not Rated,"Functions: Fragrance, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Sequoia Sempervirens Stem Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Serenoa Serrulata Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Serenoa Serrulata Fruit Oil,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Serenoa Serrulata Fruit Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Serenoa Serrulata Fruit Water,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
