name,rating,description
Hydrogenated Sunflower Seed Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrogenated Sunflower Seed Oil,Not Rated,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Sunflower Seed Oil Glyceryl Esters,Not Rated,"Functions: Emulsion Stabilizer, Skin Conditioning, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Sunflower Seed Oil Polyglyceryl-3 Esters,Not Rated,"Functions: Emulsion Stabilizer, Skin Conditioning, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Sweet Almond Oil,Not Rated,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Sweet Almond Oil Unsaponifiables,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow,Not Rated,"Functions: Skin Conditioning, Emollient, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Acid,Not Rated,"Functions: Cleansing, Opacifying, Emollient, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Alcohol,Not Rated,"Functions: Light Stabilizer, Skin Conditioning, Emollient, Cleansing Agent, Emulsifier, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallowalkonium Bentonite,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrogenated Tallowalkonium Chloride,Not Rated,"Functions: Antistatic, Hair Conditioning, Preservative. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Amide,Not Rated,"Functions: Emulsion Stabilizer, Hair Conditioning, Opacifying, Cleansing Agent, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallowamide Dea,Not Rated,"Functions: Light Stabilizer, Cleansing Agent, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallowamine,Not Rated,"Functions: Antistatic, Light Stabilizer, Cleansing Agent, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallowamine Oxide,Not Rated,"Functions: Antistatic, Cleansing Agent, Surfactant - Foam Boosting, Surfactant - Hydrotrope, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Betaine,Not Rated,"Functions: Antistatic, Cleansing, Hair Conditioning, Cleansing Agent, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Talloweth-12,Not Rated,"Functions: Light Stabilizer, Cleansing Agent, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Talloweth-25,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Talloweth-60 Myristyl Glycol,Not Rated,"Functions: Light Stabilizer, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Glyceride,Not Rated,"Functions: Light Stabilizer, Emollient, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Glyceride Citrate,Not Rated,"Functions: Skin Conditioning, Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Glyceride Lactate,Not Rated,"Functions: Skin Conditioning, Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Glycerides,Not Rated,"Functions: Skin Conditioning, Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallow Glycerides Citrate,Not Rated,"Functions: Skin Conditioning, Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallowoyl Glutamic Acid,Not Rated,"Functions: Hair Conditioning, Skin Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tallowtrimonium Chloride,Not Rated,"Functions: Antistatic, Hair Conditioning, Preservative, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tetradecenyl/Methylpentadecene,Not Rated,"Functions: Plasticizer, Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Torreya Nucifera Seed Oil,Not Rated,"Functions: Anti-Sebum, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Tridodecene,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrogenated Vegetable Glyceride,Not Rated,"Functions: Light Stabilizer, Emollient, Cleansing Agent, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Vegetable Glycerides Phosphate,Not Rated,"Functions: Light Stabilizer, Emollient, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Walnut Seed Oil,Not Rated,"Functions: Skin Conditioning, Emollient, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Wheat Germ Oil,Not Rated,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogenated Wheat Germ Oil Unsaponifiables,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogen Dimethicone/Octyl Silsesquioxane Copolymer,Not Rated,Functions: Binding. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrogendimethylsiloxysilicate,Not Rated,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrogen Diphenyl Dimethicone,Not Rated,"Functions: Binding, Emulsion Stabilizer, Plasticizer. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrogen Trifluoropropyl Dimethicone,Not Rated,"Functions: Antifoaming, Binding, Emulsion Stabilizer. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Acerola Fruit,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Actin,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Actinidia Arguta Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Adansonia Digitata Extract,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Adansonia Digitata Seed Extract,Not Rated,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Agar,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Agave Tequilana Stem Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Agrimonia Pilosa Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Albumen,Not Rated,"Functions: Antistatic, Hair Conditioning, Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Alnus Japonica Stem Extract,Not Rated,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Aloe Barbadensis Leaf,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Aloe Barbadensis Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Aloe Barbadensis Leaf Juice,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Alpinia Zerumbet,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Amaranth Protein,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Amorphophallus Konjac Root,Not Rated,Functions: Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Ananas Sativus Fruit,Not Rated,"Functions: Astringent, Humectant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Annona Cherimola Fruit Extract,Not Rated,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Antler Velvet,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Antler Velvet Extract,Not Rated,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Artemisia Vulgaris Leaf,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Arthrospira Extract,Not Rated,"Functions: Hair Conditioning, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Asparagopsis Armata Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Aspergillus/Brassica Napus Seed Ferment Filtrate Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Aspergillus/Ginseng Extract Ferment,Not Rated,"Functions: Antioxidant, Bleaching. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Aspergillus/Rice Ferment Filtrate,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Avocado Protein,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Bambusa Arundinacea Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Banana Fruit,Not Rated,"Functions: Astringent, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Barley Protein,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Bee Larva/Pupa Extract,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Bee Larva Extract,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Beta-Glucan,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Beta Maritima Extract,Not Rated,Functions: Bleaching. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Bifida/Soymilk Ferment Filtrate,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Borage Seed Oil,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Borage Seed Oil Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Brassica Alba Seed Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Brassica Napus Seedcake Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Brassica Oleracea Acephala Extract,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Brazil Nut Protein,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Calcium Hyaluronate,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Calendula Officinalis Flower Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Camellia Japonica Seed Oil Extract,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Camellia Sinensis Leaf,Not Rated,Functions: Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Camellia Sinensis Leaf Extract,Not Rated,"Functions: Anti-Sebum, Antioxidant, Bleaching, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Camellia Sinensis Seed Extract,Not Rated,"Functions: Antioxidant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Candelilla Wax,Not Rated,"Functions: Emulsion Stabilizer, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Candida Bombicola Extract,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Candida Saitoana Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Cannabis Sativa Seed Extract,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Carnauba Wax,Not Rated,"Functions: Emulsion Stabilizer, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Carrageenan,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Carrot Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Carrot Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Casein,Not Rated,"Functions: Antistatic, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Hydrolyzed Cassia Italica Leaf Extract,Not Rated,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Hydrolyzed Caviar Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
