name,rating,description
Synthetic Petrolatum,Not Rated,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Synthetic Ruby,Not Rated,Functions: Abrasive. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Synthetic Ruby Powder,Not Rated,"Functions: Abrasive, Skin Conditioning, UV Absorber. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Synthetic Thymus Hydrolysate,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Synurus Palmatopinnatifidus Leaf/Stem Extract,Not Rated,Functions: Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syringaldehyde,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syringa Oblata Bark/Leaf Powder,Not Rated,"Functions: Abrasive, Fragrance, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syringaresinol,Not Rated,"Functions: Antioxidant, Bleaching, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syringa Vulgaris Extract,Not Rated,"Functions: Skin Conditioning, Tonic. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syringa Vulgaris Flower Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syringa Vulgaris Flower Water,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syringa Vulgaris Leaf Cell Culture Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syringa Vulgaris Leaf Cell Extract,Not Rated,"Functions: Antioxidant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syringa Vulgaris Meristem Cell Culture,Not Rated,"Functions: Antioxidant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syringic Acid,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syzygium Aqueum Fruit Water,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syzygium Australe Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syzygium Jambos Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syzygium Luehmannii Fruit Extract,Not Rated,"Functions: Antioxidant, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syzygium Luehmannii Fruitpowder,Not Rated,"Functions: Antioxidant, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syzygium Luehmannii Seed Oil,Not Rated,"Functions: Antioxidant, Humectant, Skin Conditioning, Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syzygium Malaccense Shoot Extract,Not Rated,"Functions: Antioxidant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Syzygium Nervosum Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syzygium Polyanthum Leaf Powder,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Syzygium Samarangense Fruit Extract,Not Rated,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tabebuia Avellanedae Bark Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tabebuia Avellanedae Bark Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tabebuia Bark Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tabebuia Impetiginosa Bark Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tabebuia Impetiginosa Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tabebuia Serratifolia Wood Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taed,Not Rated,Functions: Bleaching. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tafluprost,Not Rated,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tagetes Erecta Flower Extract,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tagetes Erecta Flower Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tagetes Erecta Root Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tagetes Lemmonii Leaf Oil,Not Rated,"Functions: Antimicrobial, Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tagetes Lemmonii Leaf Water,Not Rated,"Functions: Antioxidant, Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tagetes Minuta Flower Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tagetes Minuta Flower Oil,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tagetes Patula Flower Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tagetes Patula Flower Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taiwanofungus Camphoratus Extract,Not Rated,"Functions: Cleansing, Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taiwanofungus Camphoratus Ferment Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Talinum Fruticosum Leaf/Stem Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Talinum Paniculatum Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tallamide Dea,Not Rated,"Functions: Cleansing Agent, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallamidopropyl Dimethylamine,Not Rated,Functions: Antistatic. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tall Oil,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tall Oil Acid,Not Rated,"Functions: Emollient, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tall Oil Benzyl Hydroxyethyl Imidazolinium Chloride,Not Rated,"Functions: Antistatic, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tall Oil Glycerides,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tall Oil Hydroxyethyl Imidazoline,Not Rated,"Functions: Antistatic, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tall Oil Sterol,Not Rated,"Functions: Refatting, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallol,Not Rated,"Functions: Emollient, Solvent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Acid,Not Rated,"Functions: Cleansing, Refatting, Skin Conditioning, Emollient, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Alcohol,Not Rated,"Functions: Emulsion Stabilizer, Refatting, Emollient, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowalkonium Chloride,Not Rated,"Functions: Antistatic, Preservative, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Amide,Not Rated,"Functions: Emulsion Stabilizer, Opacifying, Cleansing Agent, Emulsifier, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowamide Dea,Not Rated,"Functions: Antistatic, Emulsion Stabilizer, Cleansing Agent, Emulsifier, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowamide Mea,Not Rated,"Functions: Antistatic, Emulsion Stabilizer, Cleansing Agent, Emulsifier, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowamidopropylamine Oxide,Not Rated,"Functions: Antistatic, Cleansing, Hair Conditioning, Cleansing Agent, Surfactant - Foam Boosting, Surfactant - Hydrotrope. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowamidopropyl Betaine,Not Rated,"Functions: Hair Conditioning, Skin Conditioning, Cleansing Agent, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowamidopropyl Dimethylamine,Not Rated,"Functions: Antistatic, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowamidopropyl Hydroxysultaine,Not Rated,"Functions: Antistatic, Hair Conditioning, Skin Conditioning, Cleansing Agent, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Amine,Not Rated,"Functions: Antistatic, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowamine Oxide,Not Rated,"Functions: Antistatic, Cleansing, Foaming, Hair Conditioning, Cleansing Agent, Emulsifier, Surfactant - Foam Boosting, Surfactant - Hydrotrope, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowaminopropylamine,Not Rated,"Functions: Antistatic, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Betaine,Not Rated,"Functions: Antistatic, Hair Conditioning, Skin Conditioning, Cleansing Agent, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Dihydroxyethyl Betaine,Not Rated,"Functions: Antistatic, Cleansing, Foaming, Hair Conditioning, Skin Conditioning, Cleansing Agent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowdimonium Propyltrimonium Dichloride,Not Rated,"Functions: Antistatic, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Talloweth-18,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Talloweth-4,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Talloweth-5,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Talloweth-6,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Talloweth-7,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Glyceride,Not Rated,"Functions: Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Glycerides,Not Rated,"Functions: Skin Conditioning, Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallow Hydroxyethyl Imidazoline,Not Rated,"Functions: Antistatic, Hair Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tallowoyl Ethyl Glucoside,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tallow Trihydroxyethylammonium Acetate,Not Rated,Functions: Antistatic. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tallowtrimonium Chloride,Not Rated,"Functions: Antistatic, Hair Conditioning, Preservative, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tamarindus Indica Fruit/Seed Extract,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tamarindus Indica Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tamarindus Indica Fruit Juice,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tamarindus Indica Hydroxypropyltrimonium Chloride,Not Rated,"Functions: Antistatic, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tamarindus Indica Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tamarindus Indica Seed Extract,Not Rated,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tamarindus Indica Seed Polysaccharide,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tamarix Chinensis Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tamarix Chinensis Flower/Leaf Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tambourissa Trichophylla Bark Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tambourissa Trichophylla Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tanacetum Cinerariifolium Flower Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tanacetum Cinerariifolium Root Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tanacetum Vulgare Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tanacetum Vulgare Flower Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tanacetum Vulgare Flower Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tanakura Clay,Not Rated,"Functions: Absorbent, Binding, Bulking. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tangeritin,Not Rated,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tantalum Ethoxide/Isopropoxide,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tapioca Starch Crosspolymer,Not Rated,"Functions: Absorbent, Binding. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tapioca Starch Polymethylsilsesquioxane,Not Rated,"Functions: Absorbent, Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tapirira Guianensis Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraktogenos Kurzii Seed Oil,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Brachyceras Callus Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Hair Conditioning, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Coreanum Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Coreanum Flower Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Coreanum Leaf Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Coreanum Phytoplacenta Culture Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Coreanum Root Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Coreanum Stem Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Hallaisanensis Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Mongolicum Extract,Not Rated,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Mongolicum Root Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Officinale Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Officinale Juice,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Officinale Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Officinale Rhizome/Root Extract,Not Rated,"Functions: Skin Conditioning, Soothing. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taraxacum Officinale Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Officinale Root Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Platycarpum Callus Culture Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Platycarpum Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taraxacum Sinicum Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tarchonanthus Camphoratus Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tarchonanthus Camphoratus Oil,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tarchonanthus Camphoratus Water,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tar Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tasmannia Lanceolata Fruit/Leafpowder,Not Rated,"Functions: Antioxidant, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tasmannia Lanceolata Fruit Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Tasmannia Lanceolata Fruit Powder,Not Rated,"Functions: Antioxidant, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Tasmannia Lanceolata Leaf Extract,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Taxamairin A,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Taxamairin C,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
